productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
478076,Drapion V,Drapion V,https://tcgplayer-cdn.tcgplayer.com/product/478076_200w.jpg,3,17689,https://cpt.tcgcsv.com/xfR5,2026-01-23T14:17:51.413,1,GG49/GG70,Ultra Rare,Darkness,210,Basic,"<strong>Ability — Wild Style</strong>
<br>This Pokémon's attacks cost 1 Less for each of your opponent's Single Strike, Rapid Strike, and Fusion Strike Pokémon in play.","[4] Dynamic Tail (190)
<br>This attack also does 60 damage to 1 of your Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Fx2,None,2,3.95,5.5,29.99,5.08,,Holofoil,
478077,Darkrai VSTAR,Darkrai VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/478077_200w.jpg,3,17689,https://cpt.tcgcsv.com/zfR5,2025-11-30T02:58:41.46,1,GG50/GG70,Ultra Rare,Darkness,270,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Ability — Star Abyss</strong>
<br>
During your turn, you may put up to 2 Item cards from your discard pile into your hand. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Dark Pulse (30+)
<br>This attack does 30 more damage for each Darkness Energy attached to all of your Pokémon.",Gx2,None,2,40.9,50.0,100.0,44.78,59.99,Holofoil,
478078,Hisuian Samurott V,Hisuian Samurott V,https://tcgplayer-cdn.tcgplayer.com/product/478078_200w.jpg,3,17689,https://cpt.tcgcsv.com/BfR5,2025-12-09T21:26:50.413,1,GG51/GG70,Ultra Rare,Darkness,220,Basic,,"[D] Basket Crash
<br>Discard up to 2 Pokémon Tools from your opponent's Pokémon.",Gx2,None,2,9.24,13.47,48.1,11.33,,Holofoil,"[DDD] Shadow Slash (180)
<br>Discard an Energy from this Pokémon."
478079,Hisuian Samurott VSTAR,Hisuian Samurott VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/478079_200w.jpg,3,17689,https://cpt.tcgcsv.com/CfR5,2026-01-13T18:11:17.247,1,GG52/GG70,Ultra Rare,Darkness,270,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Ability — Moon Cleave Star</strong>
<br>
During your turn, you may put 4 damage counters on 1 of your opponent's Pokémon. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[DD] Merciless Blade (110+)
<br>If your opponent's Active Pokémon already has any damage counters on it, this attack does 110 more damage.",Gx2,None,2,6.75,8.91,29.98,8.7,12.96,Holofoil,
478081,Zamazenta V,Zamazenta V,https://tcgplayer-cdn.tcgplayer.com/product/478081_200w.jpg,3,17689,https://cpt.tcgcsv.com/FfR5,2026-01-05T17:17:04.28,1,GG54/GG70,Ultra Rare,Metal,220,Basic,"<strong>Ability — Regal Stance</strong>
<br>Once during your turn, you may discard your hand and draw 5 cards. If you use this Ability, your turn ends.","[2M] Revenge Blast (120+)
<br>This attack does 30 more damage for each Prize card your opponent has taken.",Rx2,G-30,2,10.49,16.29,49.99,14.27,18.39,Holofoil,
478083,Regigigas VSTAR,Regigigas VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/478083_200w.jpg,3,17689,https://cpt.tcgcsv.com/HfR5,2026-01-13T18:25:18.833,1,GG55/GG70,Ultra Rare,Colorless,300,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Ability — Star Guardian</strong>
<br>
During your turn, if your opponent has exactly 1 Prize card remaining, you may choose 1 of your opponent's Benched Pokémon. They discard that Pokémon and all attached cards. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[3] Giga Impact (230)
<br>During your next turn, this Pokémon can't attack.",Fx2,None,4,10.49,14.49,100.0,13.6,17.69,Holofoil,
478085,Adaman,Adaman,https://tcgplayer-cdn.tcgplayer.com/product/478085_200w.jpg,3,17689,https://cpt.tcgcsv.com/KfR5,2026-01-05T16:47:34.107,1,GG57/GG70,Ultra Rare,Supporter,,,"You can use this card only if you discard 2 Metal Energy cards from your hand.
<br>Search you deck for up to 2 cards and put them into your hand. Then, shuffle your deck.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,2.32,3.99,21.0,3.82,5.04,Holofoil,
478086,Cheren's Care,Cherens Care,https://tcgplayer-cdn.tcgplayer.com/product/478086_200w.jpg,3,17689,https://cpt.tcgcsv.com/LfR5,2023-01-20T14:25:15.467,1,GG58/GG70,Ultra Rare,Supporter,,,"Put 1 of your Colorless Pokémon that has any damage counters on it and all attached cards into your hand.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,1.79,3.0,14.0,2.93,,Holofoil,
478087,Colress's Experiment,Colresss Experiment,https://tcgplayer-cdn.tcgplayer.com/product/478087_200w.jpg,3,17689,https://cpt.tcgcsv.com/MfR5,2025-10-23T13:34:13.223,1,GG59/GG70,Ultra Rare,Supporter,,,"Look at the top 5 cards of your deck and put 3 of them into your hand. Put the other cards in the Lost Zone.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,1.75,2.82,26.0,2.53,2.99,Holofoil,
478091,Grant,Grant,https://tcgplayer-cdn.tcgplayer.com/product/478091_200w.jpg,3,17689,https://cpt.tcgcsv.com/RfR5,2023-01-20T14:25:15.467,1,GG62/GG70,Ultra Rare,Supporter,,,"During this turn, your Fighting Pokémon's attacks do 30 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.
<br>During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. <em>(This effect doesn't use up your Supporter card for the turn.)</em>
<br><br>
You may play only 1 Supporter card during your turn.",,,,,1.35,2.0,12.0,1.77,,Holofoil,
478092,Irida,Irida,https://tcgplayer-cdn.tcgplayer.com/product/478092_200w.jpg,3,17689,https://cpt.tcgcsv.com/SfR5,2026-01-05T17:00:42.453,1,GG63/GG70,Ultra Rare,Supporter,,,"Search your deck for a Water Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,5.0,7.15,35.0,6.06,7.5,Holofoil,
478093,Melony,Melony,https://tcgplayer-cdn.tcgplayer.com/product/478093_200w.jpg,3,17689,https://cpt.tcgcsv.com/TfR5,2026-01-23T14:59:28.827,1,GG64/GG70,Ultra Rare,Supporter,,,"Attach a Water Energy from your discard pile to 1 of your Pokémon V. If you do, draw 3 cards.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,3.5,5.64,29.95,5.71,7.99,Holofoil,
478095,Raihan,Raihan,https://tcgplayer-cdn.tcgplayer.com/product/478095_200w.jpg,3,17689,https://cpt.tcgcsv.com/WfR5,2026-01-13T18:21:41.247,1,GG65/GG70,Ultra Rare,Supporter,,,"You can play this card only if any of your Pokémon were Knocked Out during your opponent's last turn.
<br>Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,2.0,3.79,999.99,3.84,9.13,Holofoil,
478096,Roxanne,Roxanne,https://tcgplayer-cdn.tcgplayer.com/product/478096_200w.jpg,3,17689,https://cpt.tcgcsv.com/XfR5,2024-07-21T00:42:28.617,1,GG66/GG70,Ultra Rare,Supporter,,,"You can use this card only if your opponent has 3 or fewer Prize cards remaining>
<br>Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards.
<br><br>
You may play only 1 Supporter card during your turn.",,,,,3.25,4.72,41.0,4.34,6.75,Holofoil,
478097,Origin Forme Palkia VSTAR (Secret),Origin Forme Palkia VSTAR Secret,https://tcgplayer-cdn.tcgplayer.com/product/478097_200w.jpg,3,17689,https://cpt.tcgcsv.com/ZfR5,2026-01-05T17:11:47.583,1,GG67/GG70,Secret Rare,Water,280,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Ability — Star Portal</strong>
<br>
During your turn, you may attach up to 3 Water Energy cards from your discard pile to your Water Pokémon in any way you like. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[WW] Subspace Swell (60+)
<br>This attack does 20 more damage for each Benched Pokémon <em>(both yours and your opponent's)</em>.",Lx2,None,2,74.99,92.13,571.37,79.43,86.05,Holofoil,
478099,Origin Forme Dialga VSTAR (Secret),Origin Forme Dialga VSTAR Secret,https://tcgplayer-cdn.tcgplayer.com/product/478099_200w.jpg,3,17689,https://cpt.tcgcsv.com/_fR5,2023-01-20T14:25:15.467,1,GG68/GG70,Secret Rare,Metal,280,VSTAR,"<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Metal Blast (40+)
<br>This attack does 40 more damage for each Metal Energy attached to this Pokémon.",Rx2,G-30,3,80.0,92.0,575.91,83.8,88.82,Holofoil,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>[1MMMM] Star Chronos (220)</strong>
<br>
Take another turn after this one. <em>(Skip Pokémon Checkup.)</em> <em>(You can't use more than 1 VSTAR Power in a game.)</em>"
478100,Giratina VSTAR (Secret),Giratina VSTAR Secret,https://tcgplayer-cdn.tcgplayer.com/product/478100_200w.jpg,3,17689,https://cpt.tcgcsv.com/0gR5,2026-01-14T19:54:40.527,1,GG69/GG70,Secret Rare,Dragon,280,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Star Requiem</strong>
<br>
You can use this attack only if you have 10 or more cards in the Lost Zone. Your opponent's Active Pokémon is Knocked Out. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[1GP] Lost Impact (280)
<br>Put 2 Energy attached to your Pokémon in the Lost Zone.",None,None,2,198.99,234.0,1000.0,211.05,220.24,Holofoil,
478101,Arceus VSTAR (Secret),Arceus VSTAR Secret,https://tcgplayer-cdn.tcgplayer.com/product/478101_200w.jpg,3,17689,https://cpt.tcgcsv.com/2gR5,2023-01-20T14:25:15.467,1,GG70/GG70,Secret Rare,Colorless,280,VSTAR,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
<strong>Ability — Starbirth</strong>
<br>
During your turn, you may search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck. <em>(You can't use more than 1 VSTAR Power in a game.)</em>
<br><br>
<em>VSTAR rule — When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.</em>","[3] Trinity Nova (200)
<br>Search your deck for up to 3 basic Energy cards and attach them to your Pokémon V in any way you like.  Then, shuffle your deck.",Fx2,None,2,107.48,143.86,202.08,124.59,,Holofoil,
