productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3
89773,Team Aqua Technical Machine 01,Team Aqua Technical Machine 01,https://tcgplayer-cdn.tcgplayer.com/product/89773_200w.jpg,3,1377,https://cpt.tcgcsv.com/tWK,2024-04-01T21:21:08.087,1,79/95,Uncommon,Trainer - Technical Machine,,,"[1] Miracle (10) 
<br>Choose 1 Special Condition.  The Defending Pokemon is now affected by that Special Condition.",,,,,3.0,5.42,6.14,5.58,,Reverse Holofoil,"Attach this card to 1 of your Pokemon that has Team Aqua in its name.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Team Aqua Technical Machine 01.",
89774,Team Aqua's Cacnea - 24/95,Team Aquas Cacnea 24 95,https://tcgplayer-cdn.tcgplayer.com/product/89774_200w.jpg,3,1377,https://cpt.tcgcsv.com/vWK,2024-04-01T21:21:05.21,1,24/95,Uncommon,Grass,50,Basic,"[1] Paralyzing Gaze
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2] Pin Missile (10x) 
<br>Flip 4 coins.  This attack does 4 damage times the number of heads.",R,None,1,1.75,2.2,3.31,2.22,,Normal,,
89774,Team Aqua's Cacnea - 24/95,Team Aquas Cacnea 24 95,https://tcgplayer-cdn.tcgplayer.com/product/89774_200w.jpg,3,1377,https://cpt.tcgcsv.com/vWK,2024-04-01T21:21:05.21,1,24/95,Uncommon,Grass,50,Basic,"[1] Paralyzing Gaze
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2] Pin Missile (10x) 
<br>Flip 4 coins.  This attack does 4 damage times the number of heads.",R,None,1,3.19,9.0,9.78,5.0,,Reverse Holofoil,,
89775,Team Aqua's Cacturne,Team Aquas Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/89775_200w.jpg,3,1377,https://cpt.tcgcsv.com/wWK,2024-04-01T21:20:58.58,1,1/95,Holo Rare,Grass Darkness,80,Stage 1,"[D] Dark Bind (10) 
<br>You may discard a Darkness Energy card attached to Team Aqua's Cacturne.  If you do, the Defending Pokemon is now Paralyzed.","[2G] Poison Barb (40) 
<br>The Defending Pokemon is now Poisoned.",R,None,2,17.83,23.0,29.95,22.34,,Holofoil,,
89775,Team Aqua's Cacturne,Team Aquas Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/89775_200w.jpg,3,1377,https://cpt.tcgcsv.com/wWK,2024-04-01T21:20:58.58,1,1/95,Holo Rare,Grass Darkness,80,Stage 1,"[D] Dark Bind (10) 
<br>You may discard a Darkness Energy card attached to Team Aqua's Cacturne.  If you do, the Defending Pokemon is now Paralyzed.","[2G] Poison Barb (40) 
<br>The Defending Pokemon is now Poisoned.",R,None,2,8.61,11.9,14.45,11.72,,Reverse Holofoil,,
89776,Team Aqua's Carvanha - 25/95,Team Aquas Carvanha 25 95,https://tcgplayer-cdn.tcgplayer.com/product/89776_200w.jpg,3,1377,https://cpt.tcgcsv.com/xWK,2024-04-01T21:21:08.93,1,25/95,Uncommon,Water,50,Basic,"[2] Slow-Acting Poison (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Poisoned.",,L,None,1,0.74,1.0,7.97,1.17,,Normal,"<strong>Poké-BODY</strong> — Dark Lift <br>
If Team Aqua's Carvanha has any Darkness Energy attached to it, the Retreat Cost for Team Aqua's Carvanha is 0.",
89776,Team Aqua's Carvanha - 25/95,Team Aquas Carvanha 25 95,https://tcgplayer-cdn.tcgplayer.com/product/89776_200w.jpg,3,1377,https://cpt.tcgcsv.com/xWK,2024-04-01T21:21:08.93,1,25/95,Uncommon,Water,50,Basic,"[2] Slow-Acting Poison (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Poisoned.",,L,None,1,2.0,2.54,5.0,4.55,,Reverse Holofoil,"<strong>Poké-BODY</strong> — Dark Lift <br>
If Team Aqua's Carvanha has any Darkness Energy attached to it, the Retreat Cost for Team Aqua's Carvanha is 0.",
89777,Team Aqua's Carvanha - 47/95,Team Aquas Carvanha 47 95,https://tcgplayer-cdn.tcgplayer.com/product/89777_200w.jpg,3,1377,https://cpt.tcgcsv.com/zWK,2024-04-01T21:21:09.387,1,47/95,Common,Water,40,Basic,"[1] Confuse Ray (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.","[1W] Poison Fang (10) 
<br>The Defending Pokemon is now Poisoned.",L,None,1,0.34,0.66,2.09,0.77,,Normal,,
89777,Team Aqua's Carvanha - 47/95,Team Aquas Carvanha 47 95,https://tcgplayer-cdn.tcgplayer.com/product/89777_200w.jpg,3,1377,https://cpt.tcgcsv.com/zWK,2024-04-01T21:21:09.387,1,47/95,Common,Water,40,Basic,"[1] Confuse Ray (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.","[1W] Poison Fang (10) 
<br>The Defending Pokemon is now Poisoned.",L,None,1,3.0,9.99,11.24,2.89,,Reverse Holofoil,,
89778,Team Aqua's Carvanha - 48/95,Team Aquas Carvanha 48 95,https://tcgplayer-cdn.tcgplayer.com/product/89778_200w.jpg,3,1377,https://cpt.tcgcsv.com/BWK,2024-04-01T21:21:09.49,1,48/95,Common,Water,50,Basic,[W] Wave Splash (10),[2] Razor Fin (20),L,None,1,0.09,0.4,1.75,0.47,,Normal,,
89778,Team Aqua's Carvanha - 48/95,Team Aquas Carvanha 48 95,https://tcgplayer-cdn.tcgplayer.com/product/89778_200w.jpg,3,1377,https://cpt.tcgcsv.com/BWK,2024-04-01T21:21:09.49,1,48/95,Common,Water,50,Basic,[W] Wave Splash (10),[2] Razor Fin (20),L,None,1,6.64,8.97,11.2,8.0,,Reverse Holofoil,,
89779,Team Aqua's Chinchou,Team Aquas Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/89779_200w.jpg,3,1377,https://cpt.tcgcsv.com/CWK,2025-02-05T21:16:02.557,1,49/95,Common,Lightning,50,Basic,"[1] Confuse Ray 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Wave Splash (20),F,M,1,0.08,0.39,2.4,0.39,,Normal,,
89779,Team Aqua's Chinchou,Team Aquas Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/89779_200w.jpg,3,1377,https://cpt.tcgcsv.com/CWK,2025-02-05T21:16:02.557,1,49/95,Common,Lightning,50,Basic,"[1] Confuse Ray 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Wave Splash (20),F,M,1,2.0,4.1,7.7,5.52,,Reverse Holofoil,,
89780,Team Aqua's Corphish - 26/95,Team Aquas Corphish 26 95,https://tcgplayer-cdn.tcgplayer.com/product/89780_200w.jpg,3,1377,https://cpt.tcgcsv.com/DWK,2024-04-01T21:21:09.663,1,26/95,Uncommon,Water,50,Basic,"[1] Double Pinchers (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.","[1D] Dark Poison (20) 
<br>Discard a basic Energy card attached to Team Aqua's Corphish or this attack does nothing.  The Defending Pokemon is now Poisoned.",L,None,1,0.82,1.27,4.99,1.28,,Normal,,
89780,Team Aqua's Corphish - 26/95,Team Aquas Corphish 26 95,https://tcgplayer-cdn.tcgplayer.com/product/89780_200w.jpg,3,1377,https://cpt.tcgcsv.com/DWK,2024-04-01T21:21:09.663,1,26/95,Uncommon,Water,50,Basic,"[1] Double Pinchers (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.","[1D] Dark Poison (20) 
<br>Discard a basic Energy card attached to Team Aqua's Corphish or this attack does nothing.  The Defending Pokemon is now Poisoned.",L,None,1,3.01,4.0,6.31,5.38,,Reverse Holofoil,,
89781,Team Aqua's Corphish - 50/95,Team Aquas Corphish 50 95,https://tcgplayer-cdn.tcgplayer.com/product/89781_200w.jpg,3,1377,https://cpt.tcgcsv.com/FWK,2024-04-01T21:21:09.733,1,50/95,Common,Water,40,Basic,"[1] Toxic Grip 
<br>The Defending Pokemon is now Poisoned.",,L,None,1,0.27,0.8,4.49,0.79,,Normal,,
89782,Team Aqua's Corphish - 51/95,Team Aquas Corphish 51 95,https://tcgplayer-cdn.tcgplayer.com/product/89782_200w.jpg,3,1377,https://cpt.tcgcsv.com/GWK,2025-11-12T23:01:26.983,1,51/95,Common,Water,50,Basic,[W] Slash (10),"[2] Slow-Acting Poison (10) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Poisoned.",L,None,1,0.4,0.85,1.99,0.79,,Normal,,
89782,Team Aqua's Corphish - 51/95,Team Aquas Corphish 51 95,https://tcgplayer-cdn.tcgplayer.com/product/89782_200w.jpg,3,1377,https://cpt.tcgcsv.com/GWK,2025-11-12T23:01:26.983,1,51/95,Common,Water,50,Basic,[W] Slash (10),"[2] Slow-Acting Poison (10) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Poisoned.",L,None,1,3.39,7.05,12.54,10.45,11.49,Reverse Holofoil,,
89783,Team Aqua's Crawdaunt - 2/95,Team Aquas Crawdaunt 2 95,https://tcgplayer-cdn.tcgplayer.com/product/89783_200w.jpg,3,1377,https://cpt.tcgcsv.com/HWK,2024-04-01T21:20:58.85,1,2/95,Holo Rare,Water Darkness,80,Stage 1,"[1D] Aqua Reverse (20) 
<br>Before doing damage, you may choose 1 of your opponent's Benched Pokemon that has Team Magma in its name and switch it with 1 of the Defending Pokemon.  Your opponent chooses which Defending Pokemon to switch.","[1WW] Deep Impact (40) 
<br>If the Defending Pokemon already has any damage counters on it, the Defending Pokemon is now Confused.",L,None,1,12.65,13.48,17.14,17.11,,Holofoil,,
89783,Team Aqua's Crawdaunt - 2/95,Team Aquas Crawdaunt 2 95,https://tcgplayer-cdn.tcgplayer.com/product/89783_200w.jpg,3,1377,https://cpt.tcgcsv.com/HWK,2024-04-01T21:20:58.85,1,2/95,Holo Rare,Water Darkness,80,Stage 1,"[1D] Aqua Reverse (20) 
<br>Before doing damage, you may choose 1 of your opponent's Benched Pokemon that has Team Magma in its name and switch it with 1 of the Defending Pokemon.  Your opponent chooses which Defending Pokemon to switch.","[1WW] Deep Impact (40) 
<br>If the Defending Pokemon already has any damage counters on it, the Defending Pokemon is now Confused.",L,None,1,7.99,14.99,15.1,14.91,,Reverse Holofoil,,
89784,Team Aqua's Crawdaunt - 14/95,Team Aquas Crawdaunt 14 95,https://tcgplayer-cdn.tcgplayer.com/product/89784_200w.jpg,3,1377,https://cpt.tcgcsv.com/JWK,2024-04-01T21:21:09.953,1,14/95,Rare,Water,80,Stage 1,"[1W] Poison Reaction (20+)
<br>If the Defending Pokemon is Poisoned, this attack does 20 damage plus 20 more damage.","[2W] Double Claw (30+) 
<br>Flip 2 coins.  This attack does 30 damage plus 20 more damage for each heads.",L,None,1,1.16,1.8,6.49,1.87,,Normal,,
89784,Team Aqua's Crawdaunt - 14/95,Team Aquas Crawdaunt 14 95,https://tcgplayer-cdn.tcgplayer.com/product/89784_200w.jpg,3,1377,https://cpt.tcgcsv.com/JWK,2024-04-01T21:21:09.953,1,14/95,Rare,Water,80,Stage 1,"[1W] Poison Reaction (20+)
<br>If the Defending Pokemon is Poisoned, this attack does 20 damage plus 20 more damage.","[2W] Double Claw (30+) 
<br>Flip 2 coins.  This attack does 30 damage plus 20 more damage for each heads.",L,None,1,2.99,4.0,4.49,7.27,,Reverse Holofoil,,
89785,Team Aqua's Electrike - 27/95,Team Aquas Electrike 27 95,https://tcgplayer-cdn.tcgplayer.com/product/89785_200w.jpg,3,1377,https://cpt.tcgcsv.com/KWK,2024-04-01T21:21:06.153,1,27/95,Uncommon,Lightning,50,Basic,"[L] Random Spark 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2] Plasma (10) 
<br>Flip a coin.  If heads, search your discard pile for a Lightning Energy card and attach it to Team Aqua's Electrike.",F,M,1,1.0,1.32,3.19,1.99,,Normal,,
89785,Team Aqua's Electrike - 27/95,Team Aquas Electrike 27 95,https://tcgplayer-cdn.tcgplayer.com/product/89785_200w.jpg,3,1377,https://cpt.tcgcsv.com/KWK,2024-04-01T21:21:06.153,1,27/95,Uncommon,Lightning,50,Basic,"[L] Random Spark 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2] Plasma (10) 
<br>Flip a coin.  If heads, search your discard pile for a Lightning Energy card and attach it to Team Aqua's Electrike.",F,M,1,2.58,11.58,16.57,9.37,,Reverse Holofoil,,
89786,Team Aqua's Electrike - 52/95,Team Aquas Electrike 52 95,https://tcgplayer-cdn.tcgplayer.com/product/89786_200w.jpg,3,1377,https://cpt.tcgcsv.com/LWK,2024-04-01T21:21:06.217,1,52/95,Common,Lightning,50,Basic,[1] Scratch (10),"[1L] Thundershock (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,M,1,0.27,0.86,1.74,0.99,,Normal,,
89786,Team Aqua's Electrike - 52/95,Team Aquas Electrike 52 95,https://tcgplayer-cdn.tcgplayer.com/product/89786_200w.jpg,3,1377,https://cpt.tcgcsv.com/LWK,2024-04-01T21:21:06.217,1,52/95,Common,Lightning,50,Basic,[1] Scratch (10),"[1L] Thundershock (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,M,1,7.56,9.0,10.99,17.5,,Reverse Holofoil,,
89787,Team Aqua's Electrike - 53/95,Team Aquas Electrike 53 95,https://tcgplayer-cdn.tcgplayer.com/product/89787_200w.jpg,3,1377,https://cpt.tcgcsv.com/MWK,2024-04-01T21:21:06.28,1,53/95,Common,Lightning,50,Basic,"[1] Self Charge 
<br>Attach an Energy card from your hand to Team Aqua's Electrike.",[2] Tackle (20),F,M,1,0.49,0.8,3.84,0.79,,Normal,,
89787,Team Aqua's Electrike - 53/95,Team Aquas Electrike 53 95,https://tcgplayer-cdn.tcgplayer.com/product/89787_200w.jpg,3,1377,https://cpt.tcgcsv.com/MWK,2024-04-01T21:21:06.28,1,53/95,Common,Lightning,50,Basic,"[1] Self Charge 
<br>Attach an Energy card from your hand to Team Aqua's Electrike.",[2] Tackle (20),F,M,1,2.06,2.34,12.2,11.98,,Reverse Holofoil,,
89788,Team Aqua's Kyogre,Team Aquas Kyogre,https://tcgplayer-cdn.tcgplayer.com/product/89788_200w.jpg,3,1377,https://cpt.tcgcsv.com/NWK,2024-04-01T21:20:58.913,1,3/95,Holo Rare,Water Darkness,100,Basic,"[1W] Aqua Trip (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.  If tails, the Defending Pokemon is now Asleep.","[1WW] Aqua Smash (50+) 
<br>If the Defending Pokemon is affected by a Special Condition, this attack does 50 damage plus 20 more damage.",G,None,3,41.65,49.0,50.9,48.48,,Holofoil,"<strong>Poké-BODY</strong> — Power Saver<br>
As long as the number of Pokemon in play <em>(both yours and your opponent's)</em> that has Team Aqua in its name is 3 or less, Team Aqua's Kyogre can't attack.",
89788,Team Aqua's Kyogre,Team Aquas Kyogre,https://tcgplayer-cdn.tcgplayer.com/product/89788_200w.jpg,3,1377,https://cpt.tcgcsv.com/NWK,2024-04-01T21:20:58.913,1,3/95,Holo Rare,Water Darkness,100,Basic,"[1W] Aqua Trip (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.  If tails, the Defending Pokemon is now Asleep.","[1WW] Aqua Smash (50+) 
<br>If the Defending Pokemon is affected by a Special Condition, this attack does 50 damage plus 20 more damage.",G,None,3,27.35,30.49,69.99,45.99,,Reverse Holofoil,"<strong>Poké-BODY</strong> — Power Saver<br>
As long as the number of Pokemon in play <em>(both yours and your opponent's)</em> that has Team Aqua in its name is 3 or less, Team Aqua's Kyogre can't attack.",
89789,Team Aqua's Lanturn,Team Aquas Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/89789_200w.jpg,3,1377,https://cpt.tcgcsv.com/PWK,2024-04-01T21:21:06.363,1,28/95,Uncommon,Lightning,80,Stage 1,[2L] Lightning Ball (50),,F,M,1,0.25,0.75,3.14,0.87,1.49,Normal,"<strong>Poké-POWER</strong> — Auxiliary Light <br>
Once during your turn <em>(before your attack)</em>, you may attach a basic Energy card from your hand to Team Aqua's Lanturn.  Put 2 damage counters on Team Aqua's Lanturn.  This power can't be used if Team Aqua's Lanturn is affected by a Special Condition.",
89789,Team Aqua's Lanturn,Team Aquas Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/89789_200w.jpg,3,1377,https://cpt.tcgcsv.com/PWK,2024-04-01T21:21:06.363,1,28/95,Uncommon,Lightning,80,Stage 1,[2L] Lightning Ball (50),,F,M,1,2.6,20.0,48.97,27.38,,Reverse Holofoil,"<strong>Poké-POWER</strong> — Auxiliary Light <br>
Once during your turn <em>(before your attack)</em>, you may attach a basic Energy card from your hand to Team Aqua's Lanturn.  Put 2 damage counters on Team Aqua's Lanturn.  This power can't be used if Team Aqua's Lanturn is affected by a Special Condition.",
89790,Team Aqua's Manectric - 4/95,Team Aquas Manectric 4 95,https://tcgplayer-cdn.tcgplayer.com/product/89790_200w.jpg,3,1377,https://cpt.tcgcsv.com/QWK,2024-04-01T21:20:58.64,1,4/95,Holo Rare,Lightning Darkness,70,Stage 1,"[2L] Thunderspark (50) 
<br>Does 10 damage to each Benched Pokemon (both yours and your opponent's) that has Energy cards attached to it.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,F,M,1,24.25,35.0,75.0,16.44,,Holofoil,"<strong>Poké-POWER</strong> — Power Shift <br>
Once during your turn (before your attack), you may move any number of basic Energy cards attached to 1 of your Pokemon with Team Aqua in its name to another of your Pokemon.  This power can't be used if Team Aqua's Manectric is affected by a Special Condition.",
89790,Team Aqua's Manectric - 4/95,Team Aquas Manectric 4 95,https://tcgplayer-cdn.tcgplayer.com/product/89790_200w.jpg,3,1377,https://cpt.tcgcsv.com/QWK,2024-04-01T21:20:58.64,1,4/95,Holo Rare,Lightning Darkness,70,Stage 1,"[2L] Thunderspark (50) 
<br>Does 10 damage to each Benched Pokemon (both yours and your opponent's) that has Energy cards attached to it.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,F,M,1,6.22,12.82,49.99,17.95,49.99,Reverse Holofoil,"<strong>Poké-POWER</strong> — Power Shift <br>
Once during your turn (before your attack), you may move any number of basic Energy cards attached to 1 of your Pokemon with Team Aqua in its name to another of your Pokemon.  This power can't be used if Team Aqua's Manectric is affected by a Special Condition.",
89791,Team Aqua's Manectric - 29/95,Team Aquas Manectric 29 95,https://tcgplayer-cdn.tcgplayer.com/product/89791_200w.jpg,3,1377,https://cpt.tcgcsv.com/RWK,2024-04-01T21:21:06.763,1,29/95,Uncommon,Lightning,80,Stage 1,"[1L] Aqua Beam (20)
<br>If the Defending Pokemon has Team Magma in its name, the Defending Pokemon is now Confused.","[2L] Chaos Crush (50) 
<br>If the Defending Pokemon is Confused, discard an Energy card attached to the Defending Pokemon.",F,M,1,1.75,2.9,4.99,2.57,,Normal,,
89791,Team Aqua's Manectric - 29/95,Team Aquas Manectric 29 95,https://tcgplayer-cdn.tcgplayer.com/product/89791_200w.jpg,3,1377,https://cpt.tcgcsv.com/RWK,2024-04-01T21:21:06.763,1,29/95,Uncommon,Lightning,80,Stage 1,"[1L] Aqua Beam (20)
<br>If the Defending Pokemon has Team Magma in its name, the Defending Pokemon is now Confused.","[2L] Chaos Crush (50) 
<br>If the Defending Pokemon is Confused, discard an Energy card attached to the Defending Pokemon.",F,M,1,3.68,20.0,25.3,9.15,,Reverse Holofoil,,
89792,Team Aqua's Mightyena - 15/95,Team Aquas Mightyena 15 95,https://tcgplayer-cdn.tcgplayer.com/product/89792_200w.jpg,3,1377,https://cpt.tcgcsv.com/SWK,2022-11-17T19:02:32.45,1,15/95,Rare,Darkness,70,Stage 1,[1D] Bite (20),"[2W] Mystic Fang (50) 
<br>If the Defending Pokemon is Pokemon-ex, the Defending Pokemon is now Confused.",G,P,1,2.0,2.57,29.99,2.27,29.99,Normal,,
89792,Team Aqua's Mightyena - 15/95,Team Aquas Mightyena 15 95,https://tcgplayer-cdn.tcgplayer.com/product/89792_200w.jpg,3,1377,https://cpt.tcgcsv.com/SWK,2022-11-17T19:02:32.45,1,15/95,Rare,Darkness,70,Stage 1,[1D] Bite (20),"[2W] Mystic Fang (50) 
<br>If the Defending Pokemon is Pokemon-ex, the Defending Pokemon is now Confused.",G,P,1,3.99,9.05,13.38,13.14,,Reverse Holofoil,,
89793,Team Aqua's Mightyena - 30/95,Team Aquas Mightyena 30 95,https://tcgplayer-cdn.tcgplayer.com/product/89793_200w.jpg,3,1377,https://cpt.tcgcsv.com/TWK,2022-11-17T19:06:41.053,1,30/95,Uncommon,Darkness,80,Stage 1,"[1] Aqua Call
<br>Search your deck for Pokemon that has Team Aqua in its name, show up to 3 of them to your opponent, and put them into your hand.  Shuffle your deck afterward.",[1W] Wave Splash (30),G,P,1,0.65,1.21,29.99,1.31,29.99,Normal,,
89793,Team Aqua's Mightyena - 30/95,Team Aquas Mightyena 30 95,https://tcgplayer-cdn.tcgplayer.com/product/89793_200w.jpg,3,1377,https://cpt.tcgcsv.com/TWK,2022-11-17T19:06:41.053,1,30/95,Uncommon,Darkness,80,Stage 1,"[1] Aqua Call
<br>Search your deck for Pokemon that has Team Aqua in its name, show up to 3 of them to your opponent, and put them into your hand.  Shuffle your deck afterward.",[1W] Wave Splash (30),G,P,1,4.15,5.46,11.19,5.37,,Reverse Holofoil,,
89794,Team Aqua's Poochyena - 54/95,Team Aquas Poochyena 54 95,https://tcgplayer-cdn.tcgplayer.com/product/89794_200w.jpg,3,1377,https://cpt.tcgcsv.com/VWK,2022-11-17T20:08:08.737,1,54/95,Common,Darkness,40,Basic,"[1] Double Scratch (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.",[2] Tail Slap (20),G,P,1,0.19,0.61,5.0,0.66,,Normal,,
89794,Team Aqua's Poochyena - 54/95,Team Aquas Poochyena 54 95,https://tcgplayer-cdn.tcgplayer.com/product/89794_200w.jpg,3,1377,https://cpt.tcgcsv.com/VWK,2022-11-17T20:08:08.737,1,54/95,Common,Darkness,40,Basic,"[1] Double Scratch (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.",[2] Tail Slap (20),G,P,1,3.79,4.15,4.5,5.82,,Reverse Holofoil,,
89795,Team Aqua's Poochyena - 55/95,Team Aquas Poochyena 55 95,https://tcgplayer-cdn.tcgplayer.com/product/89795_200w.jpg,3,1377,https://cpt.tcgcsv.com/WWK,2023-03-08T10:16:07.58,1,55/95,Common,Darkness,50,Basic,"[1] Roar 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.","[1W] Aqua Crush (10) 
<br>Flip a coin.  If heads, discard an Energy card attached to the Defending Pokemon.",G,P,1,0.85,1.5,3.14,1.6,,Normal,,
89795,Team Aqua's Poochyena - 55/95,Team Aquas Poochyena 55 95,https://tcgplayer-cdn.tcgplayer.com/product/89795_200w.jpg,3,1377,https://cpt.tcgcsv.com/WWK,2023-03-08T10:16:07.58,1,55/95,Common,Darkness,50,Basic,"[1] Roar 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.","[1W] Aqua Crush (10) 
<br>Flip a coin.  If heads, discard an Energy card attached to the Defending Pokemon.",G,P,1,7.15,8.79,16.99,6.52,,Reverse Holofoil,,
89796,Team Aqua's Sealeo - 16/95,Team Aquas Sealeo 16 95,https://tcgplayer-cdn.tcgplayer.com/product/89796_200w.jpg,3,1377,https://cpt.tcgcsv.com/XWK,2024-04-01T21:21:10.033,1,16/95,Rare,Water,70,Stage 1,"[W] Aqua Trance (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Asleep.","[1W] Super Hypnoblast (30+) 
<br>If the Defending Pokemon is Asleep, this attack does 30 damage plus 20 more damage.",M,None,1,1.19,1.75,2.81,2.09,,Normal,,
89796,Team Aqua's Sealeo - 16/95,Team Aquas Sealeo 16 95,https://tcgplayer-cdn.tcgplayer.com/product/89796_200w.jpg,3,1377,https://cpt.tcgcsv.com/XWK,2024-04-01T21:21:10.033,1,16/95,Rare,Water,70,Stage 1,"[W] Aqua Trance (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Asleep.","[1W] Super Hypnoblast (30+) 
<br>If the Defending Pokemon is Asleep, this attack does 30 damage plus 20 more damage.",M,None,1,10.0,13.51,17.99,16.04,,Reverse Holofoil,,
89797,Team Aqua's Sealeo - 31/95,Team Aquas Sealeo 31 95,https://tcgplayer-cdn.tcgplayer.com/product/89797_200w.jpg,3,1377,https://cpt.tcgcsv.com/ZWK,2024-04-01T21:21:10.127,1,31/95,Uncommon,Water,80,Stage 1,[2] Aurora Beam (20),"[1WW] Knock Over (40) 
<br>You may discard any Stadium card in play.",M,None,2,0.24,0.85,3.49,0.88,,Normal,,
89797,Team Aqua's Sealeo - 31/95,Team Aquas Sealeo 31 95,https://tcgplayer-cdn.tcgplayer.com/product/89797_200w.jpg,3,1377,https://cpt.tcgcsv.com/ZWK,2024-04-01T21:21:10.127,1,31/95,Uncommon,Water,80,Stage 1,[2] Aurora Beam (20),"[1WW] Knock Over (40) 
<br>You may discard any Stadium card in play.",M,None,2,2.0,3.0,4.59,3.12,,Reverse Holofoil,,
89798,Team Aqua's Seviper,Team Aquas Seviper,https://tcgplayer-cdn.tcgplayer.com/product/89798_200w.jpg,3,1377,https://cpt.tcgcsv.com/-WK,2024-04-01T21:21:05.28,1,17/95,Rare,Grass,80,Basic,"[1] Call for Family 
<br>Search your deck for a Grass Basic Pokemon or Basic Pokemon with Team Aqua in its name and put it onto your Bench.  Shuffle your deck afterward.","[2G] Thick Poison (20)
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused and Poisoned.  If tails, the Defending Pokemon is now Poisoned.",P,None,2,1.94,2.54,6.49,2.5,,Normal,,
89798,Team Aqua's Seviper,Team Aquas Seviper,https://tcgplayer-cdn.tcgplayer.com/product/89798_200w.jpg,3,1377,https://cpt.tcgcsv.com/-WK,2024-04-01T21:21:05.28,1,17/95,Rare,Grass,80,Basic,"[1] Call for Family 
<br>Search your deck for a Grass Basic Pokemon or Basic Pokemon with Team Aqua in its name and put it onto your Bench.  Shuffle your deck afterward.","[2G] Thick Poison (20)
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused and Poisoned.  If tails, the Defending Pokemon is now Poisoned.",P,None,2,6.77,8.32,19.98,9.13,19.98,Reverse Holofoil,,
89799,Team Aqua's Sharpedo - 5/95,Team Aquas Sharpedo 5 95,https://tcgplayer-cdn.tcgplayer.com/product/89799_200w.jpg,3,1377,https://cpt.tcgcsv.com/_WK,2024-04-01T21:20:59.023,1,5/95,Holo Rare,Water Darkness,70,Stage 1,"[2] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Team Aqua's Sharpedo.","[1WW] Aqua Slash (60) 
<br>Team Aqua's Sharpedo can't attack during your next turn.",L,None,0,55.0,56.66,100.0,29.9,,Holofoil,,
89799,Team Aqua's Sharpedo - 5/95,Team Aquas Sharpedo 5 95,https://tcgplayer-cdn.tcgplayer.com/product/89799_200w.jpg,3,1377,https://cpt.tcgcsv.com/_WK,2024-04-01T21:20:59.023,1,5/95,Holo Rare,Water Darkness,70,Stage 1,"[2] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Team Aqua's Sharpedo.","[1WW] Aqua Slash (60) 
<br>Team Aqua's Sharpedo can't attack during your next turn.",L,None,0,53.54,53.75,53.96,35.62,,Reverse Holofoil,,
