productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText
85661,Genesect,Genesect,https://tcgplayer-cdn.tcgplayer.com/product/85661_200w.jpg,3,1370,https://cpt.tcgcsv.com/fhJ,2025-11-21T16:07:41.08,1,10/101,Rare,Grass,100,Basic,[1] Call for Family - Search your deck for 2 G Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,"[1GG] Jet Impact (80+) Flip a coin.  If heads, this attack does 20 more damage.",Rx2,1,0.75,1.13,19.99,1.01,,Reverse Holofoil,,
85665,Genesect EX (Team Plasma),Genesect EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85665_200w.jpg,3,1370,https://cpt.tcgcsv.com/khJ,2023-01-09T21:12:44.813,1,11/101,Ultra Rare,Grass,170,Basic,[1GG] Megalo Cannon (100) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Rx2,1,9.65,15.0,29.68,18.15,,Holofoil,,"Red Signal - When you attach a Plasma Energy from your hand to this Pokemon, you may switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon.  (Ability)"
85666,Genesect EX (Team Plasma) (97 Full Art),Genesect EX Team Plasma 97 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/85666_200w.jpg,3,1370,https://cpt.tcgcsv.com/lhJ,2023-01-09T21:38:43.17,1,97/101,Ultra Rare,Grass,170,Basic,[1GG] Megalo Cannon (100) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Rx2,1,123.72,154.6,350.0,275.5,,Holofoil,,"Red Signal - When you attach a Plasma Energy from your hand to this Pokemon, you may switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon.  (Ability)"
85757,Glalie (Team Plasma),Glalie Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85757_200w.jpg,3,1370,https://cpt.tcgcsv.com/9kJ,2025-02-05T21:14:05.567,1,22/101,Uncommon,Water,100,Stage 1,[1W] Powder Snow (30) The Defending Pokemon is now Asleep.,[2W] Reflect Energy (60) Move a W Energy from this Pokemon to 1 of your Benched Pokemon.,Mx2,2,0.05,0.3,19.98,0.3,0.2,Normal,,
85757,Glalie (Team Plasma),Glalie Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85757_200w.jpg,3,1370,https://cpt.tcgcsv.com/9kJ,2025-02-05T21:14:05.567,1,22/101,Uncommon,Water,100,Stage 1,[1W] Powder Snow (30) The Defending Pokemon is now Asleep.,[2W] Reflect Energy (60) Move a W Energy from this Pokemon to 1 of your Benched Pokemon.,Mx2,2,0.31,0.55,1.81,0.57,,Reverse Holofoil,,
85834,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/85834_200w.jpg,3,1370,https://cpt.tcgcsv.com/JlJ,2025-12-04T03:46:53.907,1,45/101,Common,Psychic,80,Basic,[1] Beat (10),[1PP] Mega Punch (50),Dx2,3,0.01,0.2,19.98,0.18,0.1,Normal,,
85834,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/85834_200w.jpg,3,1370,https://cpt.tcgcsv.com/JlJ,2025-12-04T03:46:53.907,1,45/101,Common,Psychic,80,Basic,[1] Beat (10),[1PP] Mega Punch (50),Dx2,3,0.11,0.36,2.95,0.33,0.2,Reverse Holofoil,,
85838,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/85838_200w.jpg,3,1370,https://cpt.tcgcsv.com/NlJ,2025-11-21T16:06:45.56,1,46/101,Holo Rare,Psychic,130,Stage 1,"[2] Iron Fist of Justice (60) If you have any Team Plasma Pokemon in play, this attack does nothing.",[2PP] Shadow Punch (80) This attack's damage isn't affected by Resistance.,Dx2,4,0.3,0.69,3.99,0.68,,Holofoil,,
85838,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/85838_200w.jpg,3,1370,https://cpt.tcgcsv.com/NlJ,2025-11-21T16:06:45.56,1,46/101,Holo Rare,Psychic,130,Stage 1,"[2] Iron Fist of Justice (60) If you have any Team Plasma Pokemon in play, this attack does nothing.",[2PP] Shadow Punch (80) This attack's damage isn't affected by Resistance.,Dx2,4,0.28,0.75,6.49,0.8,,Reverse Holofoil,,
86036,Haxorus,Haxorus,https://tcgplayer-cdn.tcgplayer.com/product/86036_200w.jpg,3,1370,https://cpt.tcgcsv.com/LqJ,2025-11-11T15:08:37.92,1,69/101,Holo Rare,Dragon,140,Stage 2,[M] Dragonaxe (40x) Does 40 times the amount of M Energy attached to this Pokemon.,"[FM] Strike of the Champion - If the Defending Pokemon is a Team Plasma Pokemon, it is Knocked Out.  (If the Defending Pokemon is not a Team Plasma Pokemon, this attack does nothing.)",Ox2,2,0.75,1.25,7.79,1.42,3.02,Holofoil,,
86036,Haxorus,Haxorus,https://tcgplayer-cdn.tcgplayer.com/product/86036_200w.jpg,3,1370,https://cpt.tcgcsv.com/LqJ,2025-11-11T15:08:37.92,1,69/101,Holo Rare,Dragon,140,Stage 2,[M] Dragonaxe (40x) Does 40 times the amount of M Energy attached to this Pokemon.,"[FM] Strike of the Champion - If the Defending Pokemon is a Team Plasma Pokemon, it is Knocked Out.  (If the Defending Pokemon is not a Team Plasma Pokemon, this attack does nothing.)",Ox2,2,0.94,1.49,4.54,1.88,,Reverse Holofoil,,
86213,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86213_200w.jpg,3,1370,https://cpt.tcgcsv.com/hvJ,2025-11-11T15:10:04.293,1,56/101,Holo Rare,Darkness,100,Stage 1,[1D] Dark Clamp (30) The Defending Pokemon can't retreat during your opponent's next turn.,"[2D] Blazing Claws (60+) If the Defending Pokemon is a Team Plasma Pokemon, this attack does 60 more damage, and the Defending Pokemon is now Burned.",Fx2,1,3.0,6.17,18.0,4.01,,Holofoil,P-20,
86213,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86213_200w.jpg,3,1370,https://cpt.tcgcsv.com/hvJ,2025-11-11T15:10:04.293,1,56/101,Holo Rare,Darkness,100,Stage 1,[1D] Dark Clamp (30) The Defending Pokemon can't retreat during your opponent's next turn.,"[2D] Blazing Claws (60+) If the Defending Pokemon is a Team Plasma Pokemon, this attack does 60 more damage, and the Defending Pokemon is now Burned.",Fx2,1,4.7,4.94,5.64,5.7,,Reverse Holofoil,P-20,
86234,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86234_200w.jpg,3,1370,https://cpt.tcgcsv.com/JvJ,2025-12-04T03:47:33.083,1,55/101,Common,Darkness,60,Basic,[1] Roar - Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,"[1D] Ambush (20+) Flip a coin.  If heads, this attack does 10 more damage.",Fx2,1,0.1,0.25,1.42,0.34,0.2,Normal,P-20,
86234,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86234_200w.jpg,3,1370,https://cpt.tcgcsv.com/JvJ,2025-12-04T03:47:33.083,1,55/101,Common,Darkness,60,Basic,[1] Roar - Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,"[1D] Ambush (20+) Flip a coin.  If heads, this attack does 10 more damage.",Fx2,1,0.47,1.13,2.0,0.99,,Reverse Holofoil,P-20,
86288,Iris,Iris,https://tcgplayer-cdn.tcgplayer.com/product/86288_200w.jpg,3,1370,https://cpt.tcgcsv.com/NwJ,2025-12-04T03:49:45.587,1,81/101,Uncommon,Supporter,0,,"During this turn, your Pokemon's attacks do 10 more damage to the Active Pokemon for each Prize card your opponent has taken (before applying Weakness and Resistance).",,,,0.2,0.33,2.37,0.33,0.25,Normal,,You may play only 1 Supporter card per turn (before your attack).
86288,Iris,Iris,https://tcgplayer-cdn.tcgplayer.com/product/86288_200w.jpg,3,1370,https://cpt.tcgcsv.com/NwJ,2025-12-04T03:49:45.587,1,81/101,Uncommon,Supporter,0,,"During this turn, your Pokemon's attacks do 10 more damage to the Active Pokemon for each Prize card your opponent has taken (before applying Weakness and Resistance).",,,,0.01,0.7,1.18,0.8,,Reverse Holofoil,,You may play only 1 Supporter card per turn (before your attack).
86289,Iris (101 Full Art),Iris 101 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/86289_200w.jpg,3,1370,https://cpt.tcgcsv.com/PwJ,2023-01-09T21:39:13.863,1,101/101,Ultra Rare,Supporter,0,Supporter,"During this turn, your Pokemon's attacks do 10 more damage to the Active Pokemon for each Prize card your opponent has taken (before applying Weakness and Resistance).",,,,98.0,147.99,999.99,158.86,,Holofoil,,You may play only 1 Supporter card per turn (before your attack).
86333,Jirachi EX,Jirachi EX,https://tcgplayer-cdn.tcgplayer.com/product/86333_200w.jpg,3,1370,https://cpt.tcgcsv.com/HxJ,2023-01-09T21:25:17.337,1,60/101,Ultra Rare,Metal,90,Basic,[2M] Hypnostrike (60) Both this Pokemon and the Defending Pokemon are now Asleep.,,Rx2,1,13.99,18.1,40.0,20.92,,Holofoil,P-20,"Stellar Guidance - When you play this Pokemon from your hand onto your Bench, you may search your deck for a Supporter card, reveal it, and put it into your hand.  Shuffle your deck afterward.  (Ability)"
86334,Jirachi EX (98 Full Art),Jirachi EX 98 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/86334_200w.jpg,3,1370,https://cpt.tcgcsv.com/JxJ,2023-01-09T21:38:51.073,1,98/101,Ultra Rare,Metal,90,Basic,[2M] Hypnostrike (60) Both this Pokemon and the Defending Pokemon are now Asleep.,,Rx2,1,104.69,148.83,252.69,146.48,,Holofoil,P-20,"Stellar Guidance - When you play this Pokemon from your hand onto your Bench, you may search your deck for a Supporter card, reveal it, and put it into your hand.  Shuffle your deck afterward.  (Ability)"
86424,Kangaskhan,Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/86424_200w.jpg,3,1370,https://cpt.tcgcsv.com/vBJ,2025-12-04T05:18:11.557,1,71/101,Common,Colorless,100,Basic,[1] Call for Family - Search your deck for 2 Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,[2] Comet Punch (20x) Flip 4 coins.  This attack does 20 damage times the number of heads.,Fx2,2,0.05,0.23,5.0,0.24,,Normal,,
86424,Kangaskhan,Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/86424_200w.jpg,3,1370,https://cpt.tcgcsv.com/vBJ,2025-12-04T05:18:11.557,1,71/101,Common,Colorless,100,Basic,[1] Call for Family - Search your deck for 2 Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,[2] Comet Punch (20x) Flip 4 coins.  This attack does 20 damage times the number of heads.,Fx2,2,0.18,0.4,2.42,0.41,,Reverse Holofoil,,
86427,Karrablast,Karrablast,https://tcgplayer-cdn.tcgplayer.com/product/86427_200w.jpg,3,1370,https://cpt.tcgcsv.com/zBJ,2023-01-09T21:11:46.61,1,6/101,Common,Grass,60,Basic,[2] Peck(20),,Rx2,1,0.04,0.2,5.0,0.15,,Normal,,
86427,Karrablast,Karrablast,https://tcgplayer-cdn.tcgplayer.com/product/86427_200w.jpg,3,1370,https://cpt.tcgcsv.com/zBJ,2023-01-09T21:11:46.61,1,6/101,Common,Grass,60,Basic,[2] Peck(20),,Rx2,1,0.24,0.5,1.58,0.56,,Reverse Holofoil,,
86568,Kyurem EX,Kyurem EX,https://tcgplayer-cdn.tcgplayer.com/product/86568_200w.jpg,3,1370,https://cpt.tcgcsv.com/nFJ,2023-01-09T21:17:23.69,1,30/101,Ultra Rare,Water,180,Basic,[2] Outrage (30+) Does 10 more damage for each damage counter on this Pokemon.,[2WW] Giga Frost (150) Discard 2 W Energy attached to this Pokemon.,Mx2,3,4.09,5.49,19.99,12.44,,Holofoil,,
86585,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86585_200w.jpg,3,1370,https://cpt.tcgcsv.com/KFJ,2023-01-09T21:24:59.24,1,58/101,Uncommon,Metal,90,Stage 1,[M] Metal Claw (20),[2M] Iron Head (50x) Flip a coin until you get tails.  This attack does 50 damage times the number of heads.,Rx2,4,0.2,0.5,1.25,0.8,,Normal,P-20,
86585,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86585_200w.jpg,3,1370,https://cpt.tcgcsv.com/KFJ,2023-01-09T21:24:59.24,1,58/101,Uncommon,Metal,90,Stage 1,[M] Metal Claw (20),[2M] Iron Head (50x) Flip a coin until you get tails.  This attack does 50 damage times the number of heads.,Rx2,4,0.4,0.64,1.94,0.61,,Reverse Holofoil,P-20,
86624,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/86624_200w.jpg,3,1370,https://cpt.tcgcsv.com/vGJ,2025-02-05T21:14:05.663,1,17/101,Common,Water,100,Basic,[1W] Cleanse Away - Heal 30 damage from each of your Benched Pokemon.,[3W] Surf (70),Mx2,2,0.1,0.38,3.9,0.41,,Normal,,
86624,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/86624_200w.jpg,3,1370,https://cpt.tcgcsv.com/vGJ,2025-02-05T21:14:05.663,1,17/101,Common,Water,100,Basic,[1W] Cleanse Away - Heal 30 damage from each of your Benched Pokemon.,[3W] Surf (70),Mx2,2,1.44,3.64,4.49,4.34,,Reverse Holofoil,,
86631,Larvesta,Larvesta,https://tcgplayer-cdn.tcgplayer.com/product/86631_200w.jpg,3,1370,https://cpt.tcgcsv.com/FGJ,2023-01-09T21:12:53.21,1,12/101,Common,Fire,70,Basic,[R] Flare (10),[1R] Ember (30) Discard an Energy attached to this Pokemon.,Wx2,3,0.01,0.24,5.0,0.22,,Normal,,
86631,Larvesta,Larvesta,https://tcgplayer-cdn.tcgplayer.com/product/86631_200w.jpg,3,1370,https://cpt.tcgcsv.com/FGJ,2023-01-09T21:12:53.21,1,12/101,Common,Fire,70,Basic,[R] Flare (10),[1R] Ember (30) Discard an Energy attached to this Pokemon.,Wx2,3,0.24,0.47,1.0,0.41,,Reverse Holofoil,,
86790,Lileep,Lileep,https://tcgplayer-cdn.tcgplayer.com/product/86790_200w.jpg,3,1370,https://cpt.tcgcsv.com/QKJ,2023-01-09T21:11:16.847,1,3/101,Uncommon,Grass,80,Restored,[1G] Spiral Drain (20) Heal 10 damage from this Pokemon.,,Rx2,2,0.17,0.49,5.0,0.59,0.37,Normal,W-20,"Prehistoric Call - Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon on the bottom of your deck.  (Ability)"
86790,Lileep,Lileep,https://tcgplayer-cdn.tcgplayer.com/product/86790_200w.jpg,3,1370,https://cpt.tcgcsv.com/QKJ,2023-01-09T21:11:16.847,1,3/101,Uncommon,Grass,80,Restored,[1G] Spiral Drain (20) Heal 10 damage from this Pokemon.,,Rx2,2,0.51,0.99,3.14,1.26,,Reverse Holofoil,W-20,"Prehistoric Call - Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon on the bottom of your deck.  (Ability)"
86969,Machamp (49),Machamp 49,https://tcgplayer-cdn.tcgplayer.com/product/86969_200w.jpg,3,1370,https://cpt.tcgcsv.com/pPJ,2023-01-09T21:22:02.21,1,49/101,Holo Rare,Fighting,150,Stage 2,"[3F] Close Combat (120) Flip a coin.  If tails, during your opponent's next turn, any damage done to this Pokemon by attacks is increased by 30 (after applying Weakness and Resistance).",,Px2,3,0.99,1.35,2.02,1.35,,Holofoil,,Badge of Discipline - The damage of each of your F Pokemon's attacks isn't affected by Resistance.  (Ability)
86969,Machamp (49),Machamp 49,https://tcgplayer-cdn.tcgplayer.com/product/86969_200w.jpg,3,1370,https://cpt.tcgcsv.com/pPJ,2023-01-09T21:22:02.21,1,49/101,Holo Rare,Fighting,150,Stage 2,"[3F] Close Combat (120) Flip a coin.  If tails, during your opponent's next turn, any damage done to this Pokemon by attacks is increased by 30 (after applying Weakness and Resistance).",,Px2,3,1.44,2.08,4.56,2.06,,Reverse Holofoil,,Badge of Discipline - The damage of each of your F Pokemon's attacks isn't affected by Resistance.  (Ability)
86970,Machamp (50),Machamp 50,https://tcgplayer-cdn.tcgplayer.com/product/86970_200w.jpg,3,1370,https://cpt.tcgcsv.com/qPJ,2023-01-09T21:22:14.56,1,50/101,Rare,Fighting,140,Stage 2,[2F] Knock Off (60) Discard a random card from your opponent's hand.,"[2FF] Reinforced Lariat (80+) If this Pokemon has a Pokemon Tool attached to it, this attack does 40 more damage.",Px2,3,0.25,0.57,2.0,0.63,,Normal,,
86970,Machamp (50),Machamp 50,https://tcgplayer-cdn.tcgplayer.com/product/86970_200w.jpg,3,1370,https://cpt.tcgcsv.com/qPJ,2023-01-09T21:22:14.56,1,50/101,Rare,Fighting,140,Stage 2,[2F] Knock Off (60) Discard a random card from your opponent's hand.,"[2FF] Reinforced Lariat (80+) If this Pokemon has a Pokemon Tool attached to it, this attack does 40 more damage.",Px2,3,3.42,7.8,29.97,3.26,9.99,Reverse Holofoil,,
86985,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86985_200w.jpg,3,1370,https://cpt.tcgcsv.com/KPJ,2025-12-04T05:19:36.943,1,48/101,Uncommon,Fighting,90,Stage 1,"[1] Last-Chance Chop (20+) If this Pokemon's remaining HP is 10, this attack does 70 more damage.",[1FF] Seismic Toss (60),Px2,3,0.1,0.35,1.1,0.38,,Normal,,
86985,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86985_200w.jpg,3,1370,https://cpt.tcgcsv.com/KPJ,2025-12-04T05:19:36.943,1,48/101,Uncommon,Fighting,90,Stage 1,"[1] Last-Chance Chop (20+) If this Pokemon's remaining HP is 10, this attack does 70 more damage.",[1FF] Seismic Toss (60),Px2,3,0.4,0.8,2.49,0.92,,Reverse Holofoil,,
86999,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86999_200w.jpg,3,1370,https://cpt.tcgcsv.com/_PJ,2025-12-04T05:20:28.957,1,47/101,Common,Fighting,60,Basic,[1L] Low Kick (30),,Px2,3,0.05,0.24,5.0,0.24,0.15,Normal,,
86999,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86999_200w.jpg,3,1370,https://cpt.tcgcsv.com/_PJ,2025-12-04T05:20:28.957,1,47/101,Common,Fighting,60,Basic,[1L] Low Kick (30),,Px2,3,0.33,0.61,1.0,0.67,,Reverse Holofoil,,
87250,Masquerain (Team Plasma),Masquerain Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87250_200w.jpg,3,1370,https://cpt.tcgcsv.com/0WJ,2025-12-04T05:21:13.843,1,2/101,Rare,Grass,80,Stage 1,[3] Bug Bite (60),,Rx2,1,0.19,0.41,1.47,0.62,0.43,Normal,,"Tool Reversal - As often as you like during your turn (before your attack), you may put a Pokemon Tool card attached to 1 of your Pokemon into your hand.  (Ability)"
87250,Masquerain (Team Plasma),Masquerain Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87250_200w.jpg,3,1370,https://cpt.tcgcsv.com/0WJ,2025-12-04T05:21:13.843,1,2/101,Rare,Grass,80,Stage 1,[3] Bug Bite (60),,Rx2,1,0.3,0.79,2.67,0.92,,Reverse Holofoil,,"Tool Reversal - As often as you like during your turn (before your attack), you may put a Pokemon Tool card attached to 1 of your Pokemon into your hand.  (Ability)"
87256,Master Ball,Master Ball,https://tcgplayer-cdn.tcgplayer.com/product/87256_200w.jpg,3,1370,https://cpt.tcgcsv.com/8WJ,2026-01-29T18:10:35.623,1,94/101,Rare Ace,Item,0,Item,"Search your deck for a Pokemon, reveal it, and put it into your hand.  Shuffle your deck afterward.",,,,5.01,12.46,43.19,14.91,19.99,Holofoil,,You may play as many Item cards as you like during your turn (before your attack).  You can't have more than 1 ACE SPEC card in your deck.
87333,Mesprit,Mesprit,https://tcgplayer-cdn.tcgplayer.com/product/87333_200w.jpg,3,1370,https://cpt.tcgcsv.com/HXJ,2023-01-09T21:19:44.323,1,37/101,Holo Rare,Psychic,60,Basic,[2P] Psyshot (30),,Px2,1,0.64,1.23,2.39,2.29,,Holofoil,,"Mental Shroud - If you have Uxie and Azelf in play, each of your Pokemon has no Weakness.  (Ability)"
87333,Mesprit,Mesprit,https://tcgplayer-cdn.tcgplayer.com/product/87333_200w.jpg,3,1370,https://cpt.tcgcsv.com/HXJ,2023-01-09T21:19:44.323,1,37/101,Holo Rare,Psychic,60,Basic,[2P] Psyshot (30),,Px2,1,0.7,1.49,24.99,1.42,1.69,Reverse Holofoil,,"Mental Shroud - If you have Uxie and Azelf in play, each of your Pokemon has no Weakness.  (Ability)"
87645,Munna,Munna,https://tcgplayer-cdn.tcgplayer.com/product/87645_200w.jpg,3,1370,https://cpt.tcgcsv.com/W3K,2025-11-11T15:13:04.887,1,39/101,Common,Psychic,60,Basic,[1] Mumble (10),"[1P] Focused Wish (10+) Flip a coin.  If heads, this attack does 20 more damage.",Px2,1,0.1,0.21,5.0,0.23,0.14,Normal,,
87645,Munna,Munna,https://tcgplayer-cdn.tcgplayer.com/product/87645_200w.jpg,3,1370,https://cpt.tcgcsv.com/W3K,2025-11-11T15:13:04.887,1,39/101,Common,Psychic,60,Basic,[1] Mumble (10),"[1P] Focused Wish (10+) Flip a coin.  If heads, this attack does 20 more damage.",Px2,1,0.2,0.5,1.25,0.51,0.41,Reverse Holofoil,,
87662,Musharna,Musharna,https://tcgplayer-cdn.tcgplayer.com/product/87662_200w.jpg,3,1370,https://cpt.tcgcsv.com/g5K,2023-01-09T21:20:17.57,1,40/101,Uncommon,Psychic,100,Stage 1,[P] Precognitive Dream - Draw 3 cards.  This Pokemon is now Asleep.,[2P] Psybeam (60) The Defending Pokemon is now Confused.,Px2,3,0.1,0.25,5.0,0.28,,Normal,,
87662,Musharna,Musharna,https://tcgplayer-cdn.tcgplayer.com/product/87662_200w.jpg,3,1370,https://cpt.tcgcsv.com/g5K,2023-01-09T21:20:17.57,1,40/101,Uncommon,Psychic,100,Stage 1,[P] Precognitive Dream - Draw 3 cards.  This Pokemon is now Asleep.,[2P] Psybeam (60) The Defending Pokemon is now Confused.,Px2,3,0.25,0.46,1.0,0.45,,Reverse Holofoil,,
87835,Octillery (Team Plasma),Octillery Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87835_200w.jpg,3,1370,https://cpt.tcgcsv.com/K8K,2025-12-04T03:52:18.09,1,19/101,Uncommon,Water,90,Stage 1,[W] Sharpshooting - This attack does 30 damage to 1 of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[WW] Bubble Beam (40) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Lx2,1,0.07,0.27,5.0,0.28,,Normal,,
87835,Octillery (Team Plasma),Octillery Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87835_200w.jpg,3,1370,https://cpt.tcgcsv.com/K8K,2025-12-04T03:52:18.09,1,19/101,Uncommon,Water,90,Stage 1,[W] Sharpshooting - This attack does 30 damage to 1 of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[WW] Bubble Beam (40) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Lx2,1,0.34,0.58,2.0,0.56,,Reverse Holofoil,,
87915,Palkia EX (Team Plasma),Palkia EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87915_200w.jpg,3,1370,https://cpt.tcgcsv.com/kbK,2023-01-09T21:26:15.083,1,66/101,Ultra Rare,Dragon,180,Basic,[3] Strafe (50) You may switch this Pokemon with 1 of your Benched Pokemon.,[2GW] Dimension Heal (80) Heal from this Pokemon 20 damage for each Plasma Energy attached to this Pokemon.,Ox2,2,8.0,16.25,54.85,18.05,,Holofoil,,
87916,Palkia EX (Team Plasma) (100 Full Art),Palkia EX Team Plasma 100 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/87916_200w.jpg,3,1370,https://cpt.tcgcsv.com/lbK,2023-01-09T21:39:06.117,1,100/101,Ultra Rare,Dragon,180,Basic,[3] Strafe (50) You may switch this Pokemon with 1 of your Benched Pokemon.,[2GW] Dimension Heal (80) Heal from this Pokemon 20 damage for each Plasma Energy attached to this Pokemon.,Ox2,2,224.0,226.5,529.99,193.28,,Holofoil,,
88157,Plasma Energy (Team Plasma),Plasma Energy Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88157_200w.jpg,3,1370,https://cpt.tcgcsv.com/9hK,2025-11-11T15:14:47.58,1,91/101,Uncommon,Energy,0,Special Energy,This card provides 1 Energy.,,,,0.09,0.27,5.0,0.35,,Normal,,
88157,Plasma Energy (Team Plasma),Plasma Energy Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88157_200w.jpg,3,1370,https://cpt.tcgcsv.com/9hK,2025-11-11T15:14:47.58,1,91/101,Uncommon,Energy,0,Special Energy,This card provides 1 Energy.,,,,0.3,0.99,3.99,1.02,1.26,Reverse Holofoil,,
88160,Plume Fossil,Plume Fossil,https://tcgplayer-cdn.tcgplayer.com/product/88160_200w.jpg,3,1370,https://cpt.tcgcsv.com/dhK,2023-01-09T21:35:44.373,1,82/101,Uncommon,Item,0,Item,Look at the bottom 7 cards of your deck.  You may reveal an Archen you find there and put it onto your Bench.  Shuffle the other cards back into your deck.,,,,0.1,0.3,2.45,0.41,,Normal,,You may play as many Item cards as you like during your turn (before your attack).
88160,Plume Fossil,Plume Fossil,https://tcgplayer-cdn.tcgplayer.com/product/88160_200w.jpg,3,1370,https://cpt.tcgcsv.com/dhK,2023-01-09T21:35:44.373,1,82/101,Uncommon,Item,0,Item,Look at the bottom 7 cards of your deck.  You may reveal an Archen you find there and put it onto your Bench.  Shuffle the other cards back into your deck.,,,,0.25,0.45,2.41,0.55,,Reverse Holofoil,,You may play as many Item cards as you like during your turn (before your attack).
88210,Pokemon Catcher,Pokemon Catcher,https://tcgplayer-cdn.tcgplayer.com/product/88210_200w.jpg,3,1370,https://cpt.tcgcsv.com/djK,2025-12-04T03:52:57.057,1,83/101,Uncommon,Item,0,Item,Switch your opponent's Active Pokemon with 1 of his or her Benched Pokemon.,,,,0.25,0.65,2.71,0.74,0.75,Normal,,You may play as many Item cards as you like during your turn (before your attack).
88210,Pokemon Catcher,Pokemon Catcher,https://tcgplayer-cdn.tcgplayer.com/product/88210_200w.jpg,3,1370,https://cpt.tcgcsv.com/djK,2025-12-04T03:52:57.057,1,83/101,Uncommon,Item,0,Item,Switch your opponent's Active Pokemon with 1 of his or her Benched Pokemon.,,,,0.45,1.03,2.99,1.48,,Reverse Holofoil,,You may play as many Item cards as you like during your turn (before your attack).
88314,Porygon,Porygon,https://tcgplayer-cdn.tcgplayer.com/product/88314_200w.jpg,3,1370,https://cpt.tcgcsv.com/jlK,2025-12-04T03:54:26.143,1,72/101,Common,Colorless,60,Basic,[1] Tackle (10),,Fx2,1,0.08,0.27,19.98,0.3,0.19,Normal,,
88314,Porygon,Porygon,https://tcgplayer-cdn.tcgplayer.com/product/88314_200w.jpg,3,1370,https://cpt.tcgcsv.com/jlK,2025-12-04T03:54:26.143,1,72/101,Common,Colorless,60,Basic,[1] Tackle (10),,Fx2,1,0.23,0.49,2.31,0.48,,Reverse Holofoil,,
88319,Porygon-Z (Team Plasma),Porygon Z Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88319_200w.jpg,3,1370,https://cpt.tcgcsv.com/plK,2025-11-11T15:19:44.137,1,74/101,Holo Rare,Colorless,130,Stage 2,[3] Tri Attack (50x) Flip 3 coins.  This attack does 50 damage times the number of heads.,,Fx2,1,0.5,1.18,3.0,2.05,,Holofoil,,"Plasma Transfer - As often as you like during your turn (before your attack), you may move a Plasma Energy attached to 1 of your Pokemon to another of your Pokemon.  (Ability)"
