productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRetreatCost,extCardText
85210,Energy Charge,Energy Charge,https://tcgplayer-cdn.tcgplayer.com/product/85210_200w.jpg,3,1396,https://cpt.tcgcsv.com/d6J,2025-11-25T22:46:10.6,1,085/111,Rare,Item,,,,,,,1.5,2.54,3.87,2.78,,1st Edition,,"Flip a coin. If heads, shuffle up to 2 Energy cards from your discard pile into your deck."
85210,Energy Charge,Energy Charge,https://tcgplayer-cdn.tcgplayer.com/product/85210_200w.jpg,3,1396,https://cpt.tcgcsv.com/d6J,2025-11-25T22:46:10.6,1,085/111,Rare,Item,,,,,,,0.46,1.81,4.09,1.9,,Unlimited,,"Flip a coin. If heads, shuffle up to 2 Energy cards from your discard pile into your deck."
85412,Feraligatr (4),Feraligatr 4,https://tcgplayer-cdn.tcgplayer.com/product/85412_200w.jpg,3,1396,https://cpt.tcgcsv.com/gbJ,2025-11-11T07:31:00.687,1,004/111,Holo Rare,Water,100,Stage 2,"[WWWW] Chomp (50+)
<br>Flip a number of coins equal to the number of damage counters on Feraligatr. This attack does 50 damage plus 10 more damage for each heads.",,G,,95.63,239.63,599.95,200.0,,1st Edition Holofoil,3,"<strong>Pokémon Power: Berserk</strong> When you play Feraligatr from your hand, flip a coin. If heads, discard the top 5 cards from your opponent's deck. If tails, discard the top 5 cards from your deck."
85412,Feraligatr (4),Feraligatr 4,https://tcgplayer-cdn.tcgplayer.com/product/85412_200w.jpg,3,1396,https://cpt.tcgcsv.com/gbJ,2025-11-11T07:31:00.687,1,004/111,Holo Rare,Water,100,Stage 2,"[WWWW] Chomp (50+)
<br>Flip a number of coins equal to the number of damage counters on Feraligatr. This attack does 50 damage plus 10 more damage for each heads.",,G,,57.97,65.58,9999.0,78.25,,Unlimited Holofoil,3,"<strong>Pokémon Power: Berserk</strong> When you play Feraligatr from your hand, flip a coin. If heads, discard the top 5 cards from your opponent's deck. If tails, discard the top 5 cards from your deck."
85413,Feraligatr (5),Feraligatr 5,https://tcgplayer-cdn.tcgplayer.com/product/85413_200w.jpg,3,1396,https://cpt.tcgcsv.com/hbJ,2024-12-01T10:42:25.187,1,005/111,Holo Rare,Water,120,Stage 2,"[WWW] Riptide (10+)
<br>Does 10 damage plus 10 damage times the number of Water Energy cards in your discard pile. Then, shuffle all Water Energy cards from your discard pile into your deck.",,G,,250.0,503.95,504.95,197.56,,1st Edition Holofoil,3,"<strong>Pokémon Power: Downpour</strong> As often as you like during your turn <em>(before your attack)</em>, you may discard a Water Energy card from your hand. This power can't be used if Feraligatr is Asleep, Confused, or Paralyzed."
85413,Feraligatr (5),Feraligatr 5,https://tcgplayer-cdn.tcgplayer.com/product/85413_200w.jpg,3,1396,https://cpt.tcgcsv.com/hbJ,2024-12-01T10:42:25.187,1,005/111,Holo Rare,Water,120,Stage 2,"[WWW] Riptide (10+)
<br>Does 10 damage plus 10 damage times the number of Water Energy cards in your discard pile. Then, shuffle all Water Energy cards from your discard pile into your deck.",,G,,44.93,49.99,98.0,86.04,,Unlimited Holofoil,3,"<strong>Pokémon Power: Downpour</strong> As often as you like during your turn <em>(before your attack)</em>, you may discard a Water Energy card from your hand. This power can't be used if Feraligatr is Asleep, Confused, or Paralyzed."
85434,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85434_200w.jpg,3,1396,https://cpt.tcgcsv.com/JbJ,2025-11-25T23:08:27.46,1,106/111,Common,Basic Energy,,,,,,,0.38,0.92,17.99,1.0,,1st Edition,,
85434,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85434_200w.jpg,3,1396,https://cpt.tcgcsv.com/JbJ,2025-11-25T23:08:27.46,1,106/111,Common,Basic Energy,,,,,,,0.1,0.3,2.99,0.32,0.2,Unlimited,,
85453,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85453_200w.jpg,3,1396,https://cpt.tcgcsv.com/5cJ,2025-02-05T21:05:29.05,1,107/111,Common,Basic Energy,,,,,,,0.2,0.94,3.47,1.16,1.16,1st Edition,,
85453,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85453_200w.jpg,3,1396,https://cpt.tcgcsv.com/5cJ,2025-02-05T21:05:29.05,1,107/111,Common,Basic Energy,,,,,,,0.1,0.32,2.99,0.45,,Unlimited,,
85474,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85474_200w.jpg,3,1396,https://cpt.tcgcsv.com/vcJ,2023-06-07T10:24:17.577,1,034/111,Uncommon,Lightning,60,Stage 1,"[L] Discharge (30x)
<br>Discard all Lightning Energy cards attached to Flaaffy in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads.","[LL] Electric Current (20)
<br>Take 1 Lightning Energy card attached to Flaaffy and attach it to 1 of your Benched Pokémon. If you have no Benched Pokémon, discard that Energy card.",F,,2.25,4.33,14.99,4.5,,1st Edition,1,
85474,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85474_200w.jpg,3,1396,https://cpt.tcgcsv.com/vcJ,2023-06-07T10:24:17.577,1,034/111,Uncommon,Lightning,60,Stage 1,"[L] Discharge (30x)
<br>Discard all Lightning Energy cards attached to Flaaffy in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads.","[LL] Electric Current (20)
<br>Take 1 Lightning Energy card attached to Flaaffy and attach it to 1 of your Benched Pokémon. If you have no Benched Pokémon, discard that Energy card.",F,,1.0,2.0,29.97,2.22,1.83,Unlimited,1,
85536,Focus Band,Focus Band,https://tcgplayer-cdn.tcgplayer.com/product/85536_200w.jpg,3,1396,https://cpt.tcgcsv.com/LdJ,2022-11-22T15:21:13.457,1,086/111,Rare,Tool,,,,,,,11.0,14.0,24.98,13.26,,1st Edition,,"Attach Focus Band to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
If the Pokémon Focus Band is attached to would be Knocked Out by your opponent's attack, flip a coin. If heads, that Pokémon is not Knocked Out and its remaining HP become 10 instead. Then, discard Focus Band."
85536,Focus Band,Focus Band,https://tcgplayer-cdn.tcgplayer.com/product/85536_200w.jpg,3,1396,https://cpt.tcgcsv.com/LdJ,2022-11-22T15:21:13.457,1,086/111,Rare,Tool,,,,,,,8.0,11.4,25085.31,10.21,,Unlimited,,"Attach Focus Band to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
If the Pokémon Focus Band is attached to would be Knocked Out by your opponent's attack, flip a coin. If heads, that Pokémon is not Knocked Out and its remaining HP become 10 instead. Then, discard Focus Band."
85589,Furret,Furret,https://tcgplayer-cdn.tcgplayer.com/product/85589_200w.jpg,3,1396,https://cpt.tcgcsv.com/PfJ,2026-01-15T12:44:07.953,1,035/111,Uncommon,Colorless,60,Stage 1,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.","[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",F,P-30,1.95,3.0,56.15,2.97,29.87,1st Edition,1,
85589,Furret,Furret,https://tcgplayer-cdn.tcgplayer.com/product/85589_200w.jpg,3,1396,https://cpt.tcgcsv.com/PfJ,2026-01-15T12:44:07.953,1,035/111,Uncommon,Colorless,60,Stage 1,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.","[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",F,P-30,0.59,1.71,29.85,1.86,1.89,Unlimited,1,
85726,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85726_200w.jpg,3,1396,https://cpt.tcgcsv.com/xjJ,2025-02-05T21:05:29.097,1,058/111,Common,Psychic,60,Basic,"[2] Agility (10)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Girafarig.","[PP] Psybeam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,,0.74,1.69,9.99,1.83,,1st Edition,1,
85726,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85726_200w.jpg,3,1396,https://cpt.tcgcsv.com/xjJ,2025-02-05T21:05:29.097,1,058/111,Common,Psychic,60,Basic,"[2] Agility (10)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Girafarig.","[PP] Psybeam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,,0.2,0.5,501.5,0.56,,Unlimited,1,
85764,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85764_200w.jpg,3,1396,https://cpt.tcgcsv.com/jkJ,2025-02-05T21:05:29.143,1,059/111,Common,Fighting,60,Basic,"[F] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",[2] Slash (20),G,F-30,0.28,1.04,4.99,1.77,,1st Edition,,
85764,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85764_200w.jpg,3,1396,https://cpt.tcgcsv.com/jkJ,2025-02-05T21:05:29.143,1,059/111,Common,Fighting,60,Basic,"[F] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",[2] Slash (20),G,F-30,0.22,0.63,4.0,0.71,,Unlimited,,
85778,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85778_200w.jpg,3,1396,https://cpt.tcgcsv.com/BkJ,2025-11-25T22:47:43.013,1,036/111,Uncommon,Grass,60,Stage 1,"[1G] Strange Powder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.","[1GG] Sticky Nectar (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage and, until the end of your opponent's next turn, as long as Gloom is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing. If tails, this attack does 20 damage.",R,,1.96,7.99,99.99,3.04,,1st Edition,1,
85778,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85778_200w.jpg,3,1396,https://cpt.tcgcsv.com/BkJ,2025-11-25T22:47:43.013,1,036/111,Uncommon,Grass,60,Stage 1,"[1G] Strange Powder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.","[1GG] Sticky Nectar (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage and, until the end of your opponent's next turn, as long as Gloom is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing. If tails, this attack does 20 damage.",R,,0.9,1.6,29.99,1.71,29.86,Unlimited,1,
85799,Gold Berry,Gold Berry,https://tcgplayer-cdn.tcgplayer.com/product/85799_200w.jpg,3,1396,https://cpt.tcgcsv.com/_kJ,2023-07-11T13:22:45.4,1,093/111,Uncommon,Tool,,,,,,,2.2,3.89,6.94,3.57,,1st Edition,,"Attach Gold Berry to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
At any time between turns, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, you may remove 4 of them and discard Gold Berry. At the start of each turn, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, remove 4 of them and discard Gold Berry."
85799,Gold Berry,Gold Berry,https://tcgplayer-cdn.tcgplayer.com/product/85799_200w.jpg,3,1396,https://cpt.tcgcsv.com/_kJ,2023-07-11T13:22:45.4,1,093/111,Uncommon,Tool,,,,,,,1.49,2.99,61.4,3.17,2.37,Unlimited,,"Attach Gold Berry to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
At any time between turns, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, you may remove 4 of them and discard Gold Berry. At the start of each turn, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, remove 4 of them and discard Gold Berry."
85861,Granbull,Granbull,https://tcgplayer-cdn.tcgplayer.com/product/85861_200w.jpg,3,1396,https://cpt.tcgcsv.com/fmJ,2026-01-15T12:46:11.54,1,037/111,Uncommon,Colorless,70,Stage 1,[2] Tackle (20),"[3] Raging Charge (10+)
<br>This attack does 10 damage plus 10 damage for each damage counter on Granbull. Then, Granbull does 20 damage to itself.",F,P-30,0.95,1.96,5.0,1.78,,1st Edition,2,
85861,Granbull,Granbull,https://tcgplayer-cdn.tcgplayer.com/product/85861_200w.jpg,3,1396,https://cpt.tcgcsv.com/fmJ,2026-01-15T12:46:11.54,1,037/111,Uncommon,Colorless,70,Stage 1,[2] Tackle (20),"[3] Raging Charge (10+)
<br>This attack does 10 damage plus 10 damage for each damage counter on Granbull. Then, Granbull does 20 damage to itself.",F,P-30,0.5,1.01,29.99,1.24,3.29,Unlimited,2,
85870,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85870_200w.jpg,3,1396,https://cpt.tcgcsv.com/qmJ,2025-11-25T23:09:56.377,1,108/111,Common,Basic Energy,,,,,,,0.2,1.08,25.99,1.08,0.64,1st Edition,,
85870,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85870_200w.jpg,3,1396,https://cpt.tcgcsv.com/qmJ,2025-11-25T23:09:56.377,1,108/111,Common,Basic Energy,,,,,,,0.08,0.26,2.99,0.45,0.13,Unlimited,,
86059,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86059_200w.jpg,3,1396,https://cpt.tcgcsv.com/crJ,2022-11-22T15:30:44.587,1,006/111,Holo Rare,Grass,60,Basic,"[GGG] Megahorn (60)
<br>Flip a coin. If tails, this attack does nothing.",,R,,69.79,87.19,104.57,99.59,,1st Edition Holofoil,2,"<strong>Pokémon Power: Final Blow</strong>
<br>
If Heracross's remaining HP are 20 or less, you may make its Megahorn attack's base damage 120 instead of 60. This power can't be used if Heracross is Asleep, Confused, or Paralyzed."
86059,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86059_200w.jpg,3,1396,https://cpt.tcgcsv.com/crJ,2022-11-22T15:30:44.587,1,006/111,Holo Rare,Grass,60,Basic,"[GGG] Megahorn (60)
<br>Flip a coin. If tails, this attack does nothing.",,R,,21.8,28.11,59.85,36.78,,Unlimited Holofoil,2,"<strong>Pokémon Power: Final Blow</strong>
<br>
If Heracross's remaining HP are 20 or less, you may make its Megahorn attack's base damage 120 instead of 60. This power can't be used if Heracross is Asleep, Confused, or Paralyzed."
86169,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/86169_200w.jpg,3,1396,https://cpt.tcgcsv.com/ptJ,2026-01-15T12:47:23.237,1,060/111,Common,Colorless,50,Basic,"[1] Hypnosis
<br>The Defending Pokémon is now Asleep.",[2] Peck (20),L,F-30,0.87,1.72,18.5,1.72,,1st Edition,1,
86169,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/86169_200w.jpg,3,1396,https://cpt.tcgcsv.com/ptJ,2026-01-15T12:47:23.237,1,060/111,Common,Colorless,50,Basic,"[1] Hypnosis
<br>The Defending Pokémon is now Asleep.",[2] Peck (20),L,F-30,0.29,0.62,4.99,0.61,0.59,Unlimited,1,
86177,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86177_200w.jpg,3,1396,https://cpt.tcgcsv.com/ztJ,2025-02-05T21:05:29.25,1,061/111,Common,Grass,50,Basic,[1] Hop (10),"[G] Sprout
<br>Search your deck for a Basic Pokémon named Hoppip and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",R,F-30,0.75,1.33,3.0,1.68,,1st Edition,,
86177,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86177_200w.jpg,3,1396,https://cpt.tcgcsv.com/ztJ,2025-02-05T21:05:29.25,1,061/111,Common,Grass,50,Basic,[1] Hop (10),"[G] Sprout
<br>Search your deck for a Basic Pokémon named Hoppip and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",R,F-30,0.19,0.4,2.43,0.42,,Unlimited,,
86185,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86185_200w.jpg,3,1396,https://cpt.tcgcsv.com/KtJ,2025-02-05T21:05:29.313,1,062/111,Common,Water,50,Basic,"[WW] Fin Slap (20+)
<br>If an attack damaged Horsea during your opponent's last turn, this attack does 20 damage plus 10 more damage. If not, this attack does 20 damage.",,L,,0.9,1.95,5.0,1.71,,1st Edition,,
86185,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86185_200w.jpg,3,1396,https://cpt.tcgcsv.com/KtJ,2025-02-05T21:05:29.313,1,062/111,Common,Water,50,Basic,"[WW] Fin Slap (20+)
<br>If an attack damaged Horsea during your opponent's last turn, this attack does 20 damage plus 10 more damage. If not, this attack does 20 damage.",,L,,0.25,0.5,15.99,0.51,,Unlimited,,
86361,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86361_200w.jpg,3,1396,https://cpt.tcgcsv.com/fzJ,2023-04-13T10:30:49.687,1,007/111,Holo Rare,Grass,70,Stage 2,"[G] Sleep Powder (20)
<br>The Defending Pokémon is now Asleep.","[G] Leech Seed (20)
<br>If this attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, remove 1 damage counter from Jumpluff, if it has any.",R,F-30,25.15,29.5,69.69,29.22,,1st Edition Holofoil,,
86361,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86361_200w.jpg,3,1396,https://cpt.tcgcsv.com/fzJ,2023-04-13T10:30:49.687,1,007/111,Holo Rare,Grass,70,Stage 2,"[G] Sleep Powder (20)
<br>The Defending Pokémon is now Asleep.","[G] Leech Seed (20)
<br>If this attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, remove 1 damage counter from Jumpluff, if it has any.",R,F-30,5.25,8.47,29.98,9.73,,Unlimited Holofoil,,
86440,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86440_200w.jpg,3,1396,https://cpt.tcgcsv.com/QBJ,2025-12-16T05:20:20.343,1,008/111,Holo Rare,Water,90,Stage 2,"[1WW] Agility (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Kingdra.","[WWWW] Dragon Tornado (50)
<br>If this attack doesn't Knock Out the Defending Pokémon, and if there are any Pokémon on your opponent's Bench, choose 1 of them and switch it with the Defending Pokémon.",,,28.73,30.0,104.97,53.12,,1st Edition Holofoil,2,
86440,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86440_200w.jpg,3,1396,https://cpt.tcgcsv.com/QBJ,2025-12-16T05:20:20.343,1,008/111,Holo Rare,Water,90,Stage 2,"[1WW] Agility (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Kingdra.","[WWWW] Dragon Tornado (50)
<br>If this attack doesn't Knock Out the Defending Pokémon, and if there are any Pokémon on your opponent's Bench, choose 1 of them and switch it with the Defending Pokémon.",,,9.0,14.69,33.33,15.42,29.95,Unlimited Holofoil,2,
86603,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86603_200w.jpg,3,1396,https://cpt.tcgcsv.com/5GJ,2022-11-22T15:38:29.29,1,038/111,Uncommon,Lightning,70,Stage 1,"[LL] Floodlight (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,F,,1.17,2.0,5.99,2.55,,1st Edition,2,"<strong>Pokémon Power: Hydroelectric Power</strong> You. may make Floodlight do 10 more damage for each Water Energy attached to Lanturn but not used to pay for Floodlight's Energy cost. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed."
86603,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86603_200w.jpg,3,1396,https://cpt.tcgcsv.com/5GJ,2022-11-22T15:38:29.29,1,038/111,Uncommon,Lightning,70,Stage 1,"[LL] Floodlight (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,F,,0.2,0.69,18.99,0.74,0.42,Unlimited,2,"<strong>Pokémon Power: Hydroelectric Power</strong> You. may make Floodlight do 10 more damage for each Water Energy attached to Lanturn but not used to pay for Floodlight's Energy cost. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed."
86692,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/86692_200w.jpg,3,1396,https://cpt.tcgcsv.com/SHJ,2022-11-22T15:39:27.08,1,039/111,Uncommon,Grass,60,Stage 1,"[GG] Baton Pass (30)
<br>If you have any Grass Pokémon on your Bench, remove all Grass Energy cards from Ledian and attach them to 1 of those Pokémon, then switch Ledian with that Pokémon.",,R,F-30,1.08,1.85,29.99,1.85,29.99,1st Edition,,
86692,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/86692_200w.jpg,3,1396,https://cpt.tcgcsv.com/SHJ,2022-11-22T15:39:27.08,1,039/111,Uncommon,Grass,60,Stage 1,"[GG] Baton Pass (30)
<br>If you have any Grass Pokémon on your Bench, remove all Grass Energy cards from Ledian and attach them to 1 of those Pokémon, then switch Ledian with that Pokémon.",,R,F-30,0.45,1.1,3.16,1.29,,Unlimited,,
86699,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86699_200w.jpg,3,1396,https://cpt.tcgcsv.com/_HJ,2025-02-05T21:05:29.36,1,063/111,Common,Grass,40,Basic,"[G] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[GG] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",R,F-30,1.12,1.99,5.99,1.81,,1st Edition,,
86699,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86699_200w.jpg,3,1396,https://cpt.tcgcsv.com/_HJ,2025-02-05T21:05:29.36,1,063/111,Common,Grass,40,Basic,"[G] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[GG] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",R,F-30,0.23,0.56,4.99,0.64,,Unlimited,,
86756,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86756_200w.jpg,3,1396,https://cpt.tcgcsv.com/8KJ,2023-03-20T11:16:07.123,1,109/111,Common,Basic Energy,,,,,,,0.53,0.94,19.99,0.88,,1st Edition,,
86756,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86756_200w.jpg,3,1396,https://cpt.tcgcsv.com/8KJ,2023-03-20T11:16:07.123,1,109/111,Common,Basic Energy,,,,,,,0.1,0.32,1.48,0.33,0.2,Unlimited,,
86903,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86903_200w.jpg,3,1396,https://cpt.tcgcsv.com/5NJ,2022-11-22T15:42:13,1,009/111,Holo Rare,Colorless,90,Basic,"[RWL] Elemental Blast (90)
<br>Discard a Fire Energy card, a Water Energy card, and a Lightning Energy card attached to Lugia in order to use this attack.",,P,F-30,1798.75,1899.98,2700.0,1799.99,1899.99,1st Edition Holofoil,2,
86903,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86903_200w.jpg,3,1396,https://cpt.tcgcsv.com/5NJ,2022-11-22T15:42:13,1,009/111,Holo Rare,Colorless,90,Basic,"[RWL] Elemental Blast (90)
<br>Discard a Fire Energy card, a Water Energy card, and a Lightning Energy card attached to Lugia in order to use this attack.",,P,F-30,349.0,393.99,815.0,438.14,,Unlimited Holofoil,2,
87001,Magby,Magby,https://tcgplayer-cdn.tcgplayer.com/product/87001_200w.jpg,3,1396,https://cpt.tcgcsv.com/2QJ,2022-11-22T15:43:55.903,1,023/111,Rare,Fire,30,Basic,"[1] Sputter (10)
<br>All Pokémon Powers stop working until the end of your next turn.",,,,5.49,6.7,7.47,6.38,,1st Edition,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
87001,Magby,Magby,https://tcgplayer-cdn.tcgplayer.com/product/87001_200w.jpg,3,1396,https://cpt.tcgcsv.com/2QJ,2022-11-22T15:43:55.903,1,023/111,Rare,Fire,30,Basic,"[1] Sputter (10)
<br>All Pokémon Powers stop working until the end of your next turn.",,,,0.39,2.14,24.99,2.38,,Unlimited,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
87042,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/87042_200w.jpg,3,1396,https://cpt.tcgcsv.com/SQJ,2025-02-05T21:05:29.413,1,040/111,Uncommon,Fire,70,Basic,[2] Tail Slap (20),[1RR] Magma Punch (40),W,,1.89,3.15,5.0,2.55,,1st Edition,2,
87042,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/87042_200w.jpg,3,1396,https://cpt.tcgcsv.com/SQJ,2025-02-05T21:05:29.413,1,040/111,Uncommon,Fire,70,Basic,[2] Tail Slap (20),[1RR] Magma Punch (40),W,,0.2,0.6,2.6,0.74,,Unlimited,2,
87179,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/87179_200w.jpg,3,1396,https://cpt.tcgcsv.com/CTJ,2025-02-05T21:05:29.46,1,064/111,Common,Water,60,Basic,"[WW] Undulate (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Mantine.",,L,F-30,0.65,1.59,9.99,1.74,,1st Edition,1,
87179,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/87179_200w.jpg,3,1396,https://cpt.tcgcsv.com/CTJ,2025-02-05T21:05:29.46,1,064/111,Common,Water,60,Basic,"[WW] Undulate (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Mantine.",,L,F-30,0.15,0.38,4.99,0.39,0.25,Unlimited,1,
87193,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87193_200w.jpg,3,1396,https://cpt.tcgcsv.com/TTJ,2022-11-22T15:48:47.207,1,065/111,Common,Lightning,40,Basic,"[L] Static Electricity
<br>For each Mareep in play, you may search your deck for a Lightning Energy card and attach it to Mareep. Shuffle your deck afterward.","[LL] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,,0.99,1.34,12.1,2.35,,1st Edition,1,
87193,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87193_200w.jpg,3,1396,https://cpt.tcgcsv.com/TTJ,2022-11-22T15:48:47.207,1,065/111,Common,Lightning,40,Basic,"[L] Static Electricity
<br>For each Mareep in play, you may search your deck for a Lightning Energy card and attach it to Mareep. Shuffle your deck afterward.","[LL] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,,0.23,0.57,2.0,0.62,0.42,Unlimited,1,
87213,Marill,Marill,https://tcgplayer-cdn.tcgplayer.com/product/87213_200w.jpg,3,1396,https://cpt.tcgcsv.com/hVJ,2025-11-20T01:30:00.887,1,066/111,Common,Water,40,Basic,"[1] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to Marill during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>","[WW] Bubble Bomb (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, Marill does 10 damage to itself.",L,,1.2,2.71,12.99,2.94,,1st Edition,1,
